Chromosome_MM1S_Pol2_DMSO	TSSR_Start_MM1S_Pol2_DMSO	TSSR_End_MM1S_Pol2_DMSO	GeneBody_Start_MM1S_Pol2_DMSO	GeneBody_End_MM1S_Pol2_DMSO	Strand_MM1S_Pol2_DMSO	Symbol_MM1S_Pol2_DMSO	IsOverlapped_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_DMSO	reads.Promoter_MM1S_Pol2_DMSO	reads.TSSR_MM1S_Pol2_DMSO	reads.GeneBody_MM1S_Pol2_DMSO	reads.TESR_MM1S_Pol2_DMSO	iRatio_MM1S_Pol2_DMSO	Traveling_Ratio_MM1S_Pol2_JQKD82	reads.Promoter_MM1S_Pol2_JQKD82	reads.TSSR_MM1S_Pol2_JQKD82	reads.GeneBody_MM1S_Pol2_JQKD82	reads.TESR_MM1S_Pol2_JQKD82	iRatio_MM1S_Pol2_JQKD82
chr19	42746436	42746766	42734337	42746436	-	GSK3A	N	8.00943684442785	56	39	178	54	0.610714285714286	5.73122023657125	74	37	236	57	0.845864661654135
chr19	42759016	42759346	42751712	42759016	-	ERF	N	8.38942805115259	48	111	292	105	0.1875	10.5184979063974	57	163	342	122	0.151567944250871
chr19	42772658	42772988	42772988	42799948	+	CIC	N	5.0620615494905	68	55	885	66	0.528061224489796	5.11716159457667	113	85	1353	109	0.568106312292359
chr19	42806652	42806982	42801184	42806652	-	PAFAH1B3	Y	3.06849374190764	8	13	70	82	0.275510204081633	3.69123224272032	10	21	94	144	0.214285714285714
chr19	42806253	42806583	42806583	42814973	+	PRR19	Y	4.66982032119574	16	7	38	14	0.910714285714286	5.33693750993799	15	12	57	16	0.527472527472527
chr19	42817446	42817776	42817776	42829214	+	TMEM145	N	0	3	0	44	46	1.71428571428571	4.79984894259819	4	5	36	61	0.357142857142857
chr19	42829730	42830060	42830060	42882921	+	MEGF8	Y	9.51427653146493	14	14	235	24	0.428571428571429	11.869886502817	16	22	296	24	0.316770186335404
chr19	42894144	42894474	42891170	42894144	-	CNFN	N	0	5	0	17	13	2.57142857142857	2.11480362537764	6	4	17	13	0.6
chr19	42901249	42901579	42901579	42912604	+	LOC101930071	Y	9.3031218529708	61	31	111	29	0.830357142857143	5.94084707602902	68	28	157	64	1.01970443349754
chr19	42901269	42901599	42901599	43156507	+	LIPE-AS1	Y	16.8502279326436	63	27	1234	9	0.979591836734694	15.8843648068485	70	29	1406	9	1.01428571428571
chr19	42931278	42931608	42905658	42931278	-	LIPE	Y	0.737188893684362	6	3	315	41	0.75	0.171249632382429	10	1	452	62	2.35714285714286
chr19	42946900	42947230	42932689	42946900	-	CXCL17	Y	0	3	0	81	28	1.71428571428571	1.10093733054458	0	2	78	30	0.142857142857143
chr19	43032361	43032691	43011457	43032361	-	CEACAM1	Y	1.70694864048338	2	2	74	8	0.428571428571429	0.657886455186304	2	1	96	16	0.642857142857143
chr19	43098782	43099112	43084394	43098782	-	CEACAM8	Y	1.11464869470912	1	1	39	17	0.428571428571429	0.905652064451158	2	1	48	9	0.642857142857143
chr19	43244368	43244698	43225793	43244368	-	PSG3	N	0	1	0	28	6	0.857142857142857	0	0	0	23	5	0.428571428571429
chr19	43269531	43269861	43256838	43269531	-	PSG8	N	0	0	0	26	6	0.428571428571429	5.47863616745792	0	1	7	11	0.214285714285714
chr19	43325984	43326314	43326314	43331030	+	LOC100289650	N	1.58341725411212	1	1	9	5	0.428571428571429	0	1	0	4	1	0.857142857142857
chr19	43359570	43359900	43341148	43359570	-	PSG10P	N	0	1	0	34	5	0.857142857142857	1.98780750971083	1	1	28	3	0.428571428571429
chr19	43383571	43383901	43370612	43383571	-	PSG1	N	3.91540785498489	0	2	20	12	0.142857142857143	0	0	0	15	10	0.428571428571429
chr19	43421776	43422106	43406233	43421776	-	PSG6	N	5.52479118535632	0	2	17	3	0.142857142857143	0	0	0	32	10	0.428571428571429
chr19	43441030	43441360	43428283	43441030	-	PSG7	N	0	1	0	26	9	0.857142857142857	1.37548554164868	2	1	28	10	0.642857142857143
chr19	43530331	43530661	43511808	43530331	-	PSG11	N	1.51253368171797	0	1	37	6	0.214285714285714	2.4332063575463	2	1	23	7	0.642857142857143
chr19	43586593	43586923	43568361	43586593	-	PSG2	N	0	0	0	25	7	0.428571428571429	0	0	0	23	4	0.428571428571429
chr19	43690388	43690718	43671894	43690388	-	PSG5	N	0	1	0	25	8	0.857142857142857	7.98230470435908	1	3	21	5	0.214285714285714
chr19	43709626	43709956	43696853	43709626	-	PSG4	N	0	0	0	21	7	0.428571428571429	2.03116552711083	2	1	19	9	0.642857142857143
chr19	43752498	43752828	43715942	43752498	-	LOC284344	N	4.2478503369742	1	2	52	4	0.285714285714286	0	2	0	34	3	1.28571428571429
chr19	43773415	43773745	43757433	43773415	-	PSG9	N	0	0	0	21	13	0.428571428571429	2.41435045317221	1	1	20	6	0.428571428571429
chr19	43853177	43853507	43853507	43853700	+	PRG1	N	0	1	0	0	7	0.857142857142857	0	0	0	0	8	0.428571428571429
chr19	43857780	43858110	43858110	43867324	+	CD177	N	5.56797583081571	3	1	5	8	0.857142857142857	3.47998489425982	1	1	8	3	0.428571428571429
chr19	43892732	43893062	43893062	43922767	+	TEX101	N	0	1	0	107	24	0.857142857142857	1.04356073912738	0	1	86	14	0.214285714285714
chr19	43969531	43969861	43964945	43969531	-	LYPD3	N	1.31981009926629	3	2	21	20	0.571428571428572	0.866125377643505	5	2	32	18	0.857142857142857
chr19	44008685	44009015	43979254	44008685	-	PHLDB3	N	3.86601865230527	6	7	161	24	0.375	3.57461021117673	5	8	199	19	0.285714285714286
chr19	44031108	44031438	44010870	44031108	-	ETHE1	N	5.75482495112849	10	8	85	41	0.523809523809524	9.1988075822795	21	17	113	46	0.523809523809524
chr19	44037309	44037639	44037639	44040284	+	ZNF575	N	3.03770392749245	20	19	50	42	0.45	3.49735649546828	36	35	80	59	0.440476190476191
chr19	44079430	44079760	44047463	44079430	-	XRCC1	N	3.49084555745641	21	12	332	40	0.725274725274725	8.49677950935138	16	30	341	36	0.235023041474654
chr19	44080921	44081251	44081251	44086256	+	PINLYP	N	0.432110487699612	8	1	35	21	1.92857142857143	0.75619335347432	11	2	40	28	1.71428571428571
chr19	44099987	44100317	44088518	44099987	-	IRGQ	N	9.65727304244465	61	51	183	24	0.510989010989011	9.10228744065602	74	57	217	29	0.554187192118227
chr19	44100513	44100843	44100843	44104587	+	ZNF576	N	5.13085786552378	68	39	86	64	0.739285714285714	4.6964601265462	81	44	106	73	0.780952380952381
chr19	44123714	44124044	44111375	44123714	-	ZNF428	Y	21.0718507815579	83	143	253	63	0.25	19.2901517053692	94	193	373	100	0.209867452135493
chr19	44116222	44116552	44116552	44118650	+	SRRM5	Y	1.13239102287441	10	5	28	43	0.785714285714286	1.67860316331971	15	9	34	47	0.685714285714286
chr19	44143691	44144021	44126521	44143691	-	CADM4	N	0	5	0	75	304	2.57142857142857	1.60441648238702	3	3	97	441	0.428571428571429
chr19	44174198	44174528	44150246	44174198	-	PLAUR	N	1.93836318515322	4	3	112	11	0.535714285714286	0.565355929003021	4	1	128	8	1.07142857142857
chr19	44220183	44220513	44220513	44224169	+	IRGC	N	0.849872182198466	2	1	13	16	0.642857142857143	0	3	0	15	22	1.71428571428571
chr19	44258842	44259172	44235300	44258842	-	SMG9	N	26.7561961946794	141	120	319	52	0.502951593860685	28.8763007720712	146	190	468	76	0.329842931937173
chr19	44285109	44285439	44270684	44285109	-	KCNN4	N	2.56371068064688	6	3	51	21	0.75	0	0	0	35	28	0.428571428571429
chr19	44324508	44324838	44300078	44324508	-	LYPD5	N	0	9	0	91	18	4.28571428571429	1.08543628931935	2	1	68	11	0.642857142857143
chr19	44331413	44331743	44331743	44353050	+	ZNF283	N	1.36967281609565	7	2	94	16	1.14285714285714	2.89324145422452	6	4	89	12	0.6
chr19	44383988	44384318	44376514	44383988	-	ZNF404	N	3.52860649546828	2	5	32	17	0.214285714285714	2.73734322072691	6	4	33	13	0.6
chr19	44405655	44405985	44395955	44405655	-	LOC100505715	N	1.04671989641778	8	2	56	24	1.28571428571429	0	7	0	34	14	3.42857142857143
chr19	44439111	44439441	44416775	44439111	-	ZNF45	N	5.22452002728779	9	12	155	35	0.32967032967033	10.3474521651561	11	23	150	28	0.214285714285714
chr19	44455344	44455674	44455674	44471752	+	ZNF221	N	0	3	0	63	10	1.71428571428571	3.66619164339053	3	4	53	14	0.342857142857143
chr19	44488291	44488621	44488621	44502477	+	ZNF155	Y	2.74518349759794	5	4	61	18	0.514285714285714	0	0	0	55	19	0.428571428571429
chr19	44506722	44507052	44501047	44506722	-	LOC101928063	Y	2.74368580060423	3	4	25	22	0.342857142857143	2.05776435045317	5	3	25	19	0.642857142857143
chr19	44507046	44507376	44507376	44518072	+	ZNF230	N	2.55135951661631	5	3	38	24	0.642857142857143	1.43632091305807	4	2	45	11	0.714285714285714
chr19	44529463	44529793	44529793	44537262	+	ZNF222	N	2.00604229607251	0	4	45	17	0.0857142857142857	1.73599814083198	2	2	26	15	0.428571428571429
chr19	44556133	44556463	44556463	44572147	+	ZNF223	N	0.729026260748315	1	1	65	23	0.428571428571429	1.10201644066606	0	1	43	25	0.214285714285714
chr19	44576266	44576596	44576596	44591623	+	ZNF284	N	0	6	0	63	14	3	1.89174219536757	5	2	48	14	0.857142857142857
chr19	44598451	44598781	44598781	44613983	+	ZNF224	Y	2.49622356495468	6	5	92	33	0.5	6.2632518538863	4	15	110	31	0.133928571428571
chr19	44617036	44617366	44609491	44617036	-	LOC100379224	Y	3.44114461608619	11	8	53	18	0.571428571428572	2.15071538505387	10	5	53	24	0.785714285714286
chr19	44617484	44617814	44617814	44638969	+	ZNF225	N	4.35786871738533	11	6	88	25	0.73469387755102	4.31860863885033	12	5	74	14	0.928571428571429
chr19	44645679	44646009	44646009	44664462	+	ZNF234	N	1.35981136246408	6	2	82	19	1	0	2	0	60	15	1.28571428571429
chr19	44669184	44669514	44669514	44681838	+	ZNF226	N	6.39987726586103	9	11	64	21	0.357142857142857	3.26628504796735	4	5	57	19	0.357142857142857
chr19	44716650	44716980	44716980	44741421	+	ZNF227	N	10.8177497257875	15	23	157	47	0.285714285714286	7.38429003021148	8	14	140	33	0.257142857142857
chr19	44764002	44764332	44764332	44779470	+	ZNF233	N	8.36655368064255	9	15	82	22	0.267857142857143	5.21056254541283	5	9	79	16	0.257142857142857
chr19	44808878	44809208	44790500	44808878	-	ZNF235	N	2.75333949214751	7	6	121	27	0.489795918367347	4.42239927278561	6	9	113	15	0.3
chr19	44860556	44860886	44830705	44860556	-	ZNF112	N	1.33610831375182	1	2	135	17	0.285714285714286	0	1	0	100	20	0.857142857142857
chr19	44905477	44905807	44889807	44905477	-	ZNF285	N	0	3	0	29	23	1.71428571428571	0	2	0	27	10	1.28571428571429
chr19	44952466	44952796	44930422	44952466	-	ZNF229	N	0	4	0	92	11	2.14285714285714	0	3	0	65	8	1.71428571428571
chr19	45004275	45004605	44978644	45004275	-	ZNF180	N	11.873836858006	13	23	150	14	0.25	12.9063444108761	18	22	132	3	0.354037267080745
chr19	45033248	45033578	45010210	45033248	-	CEACAM20	N	1.9699310266203	2	3	106	20	0.321428571428571	0	3	0	57	15	1.71428571428571
chr19	45059850	45060180	45041044	45059850	-	CEACAM22P	N	0	1	0	77	13	0.857142857142857	0.901884620917854	6	1	63	12	1.5
chr19	45116909	45117239	45117239	45140081	+	IGSF23	N	0.896260838859026	5	1	77	14	1.28571428571429	0.766800939912722	2	1	90	8	0.642857142857143
chr19	45147067	45147397	45147397	45169428	+	PVR	Y	5.27625082897355	6	26	328	27	0.111111111111111	5.10705372389334	11	30	391	30	0.165898617511521
chr19	45174693	45175023	45175023	45187627	+	CEACAM19	N	1.97826342841449	4	4	77	18	0.428571428571429	1.49339494105799	4	4	102	15	0.428571428571429
chr19	45202390	45202720	45202720	45213986	+	CEACAM16	N	1.30920288171043	7	3	78	22	0.857142857142857	0.466291437321525	8	2	146	21	1.28571428571429
chr19	45251947	45252277	45252277	45263301	+	BCL3	Y	4.20662025482727	85	61	483	43	0.594470046082949	4.27428620058721	156	82	639	49	0.810671256454389
chr19	45281095	45281425	45281425	45303903	+	CBLC	N	2.16741659703028	4	3	94	15	0.535714285714286	1.52612104959435	3	2	89	10	0.571428571428572
chr19	45312285	45312615	45312615	45324678	+	BCAM	N	3.21592322729696	1	3	34	13	0.214285714285714	0	2	0	47	8	1.28571428571429
chr19	45349362	45349692	45349692	45392485	+	NECTIN2	N	5.58647570027228	20	7	162	303	1.125	2.87304464585431	14	4	180	381	1.28571428571429
chr19	45394446	45394776	45394776	45406946	+	TOMM40	N	6.11654502211808	105	86	517	128	0.522167487684729	6.48134322456146	147	101	573	158	0.621848739495798
chr19	45408975	45409305	45409305	45412652	+	APOE	N	2.52870090634441	17	4	16	17	1.54285714285714	4.21450151057402	26	10	24	14	1.05194805194805
chr19	45417473	45417803	45417803	45422606	+	APOC1	N	0	5	0	14	19	2.57142857142857	4.35407854984894	2	6	20	6	0.183673469387755
chr19	45430029	45430359	45430359	45434643	+	APOC1P1	N	0	2	0	11	14	1.28571428571429	0	4	0	16	10	2.14285714285714
chr19	45445464	45445794	45445794	45448753	+	APOC4	Y	2.68277945619335	1	3	10	22	0.214285714285714	0.596173212487412	1	1	15	12	0.428571428571429
chr19	45445464	45445794	45445794	45452822	+	APOC4-APOC2	Y	1.99084214501511	1	3	32	36	0.214285714285714	0.75841605524385	1	1	28	20	0.428571428571429
chr19	45449208	45449538	45449538	45452822	+	APOC2	Y	1.1675848587169	5	2	17	36	0.857142857142857	0	3	0	11	20	1.71428571428571
chr19	45457811	45458141	45458141	45496604	+	CLPTM1	N	7.27705287304675	10	32	511	60	0.142857142857143	3.92470642515228	6	23	681	77	0.125
chr19	45504676	45505006	45505006	45541456	+	RELB	N	10.5301642327391	34	107	1119	158	0.138888888888889	16.0433820592126	37	184	1263	241	0.088030888030888
chr19	45542267	45542597	45542597	45574214	+	CLASRP	N	7.32662938689495	36	53	691	207	0.293650793650794	10.4369189948788	40	105	961	232	0.165768194070081
chr19	45579388	45579718	45574757	45579388	-	ZNF296	N	4.40660795783249	64	74	235	132	0.371428571428571	6.889333023472	103	128	260	219	0.345514950166113
chr19	45582422	45582752	45582752	45594782	+	GEMIN7	Y	6.39919577890303	63	50	284	217	0.53781512605042	10.582163753872	117	92	316	310	0.543778801843318
chr19	45593349	45593679	45588586	45593349	-	LOC105372419	Y	2.13946272556544	22	11	74	88	0.821428571428572	1.56442926572967	21	10	92	71	0.857142857142857
chr19	45596400	45596730	45596730	45650543	+	PPP1R37	N	5.65636393121633	65	35	1006	76	0.785714285714286	5.353589511328	90	38	1154	94	1
chr19	45663108	45663438	45653007	45663108	-	NKPD1	N	0.697591713422529	7	4	175	72	0.685714285714286	0.729138096367405	9	7	293	93	0.535714285714286
chr19	45681201	45681531	45666185	45681201	-	TRAPPC6A	N	22.0599517724992	74	53	109	38	0.595238095238095	23.5713851710577	91	93	179	60	0.419452887537994
chr19	45681972	45682302	45682302	45685059	+	BLOC1S3	N	4.39136114966931	85	39	74	27	0.921428571428571	6.07069486404834	124	51	70	36	1.03021978021978
chr19	45737169	45737499	45715878	45737169	-	EXOC3L2	N	0	4	0	70	13	2.14285714285714	0.814256759340701	4	1	79	19	1.07142857142857
chr19	45754485	45754815	45754815	45808541	+	MARK4	N	2.49718800836626	5	5	325	19	0.428571428571429	2.44086045930536	4	6	399	27	0.306122448979592
chr19	45825935	45826265	45809670	45825935	-	CKM	N	0.847275757891447	7	1	58	27	1.71428571428571	2.49874545547647	3	3	59	43	0.428571428571429
chr19	45843967	45844297	45844297	45854778	+	KLC3	Y	1.26670694864048	4	2	50	16	0.714285714285714	1.50798446266724	3	2	42	30	0.571428571428572
chr19	45873545	45873875	45854648	45873545	-	ERCC2	Y	4.12016071261719	25	7	97	20	1.39285714285714	2.32088030850097	43	5	123	20	3.14285714285714
chr19	45909307	45909637	45882891	45909307	-	PPP1R13L	Y	11.5924656956236	42	26	179	12	0.682539682539683	12.0720505724949	52	36	238	16	0.613899613899614
chr19	45909436	45909766	45909766	45914024	+	CD3EAP	Y	2.89509063444109	40	18	80	41	0.924812030075188	3.12307511805943	62	25	103	55	1.03846153846154
chr19	45926877	45927207	45910590	45926877	-	ERCC1	Y	21.6266476802586	75	69	157	118	0.46530612244898	21.6089320898463	129	101	230	170	0.546218487394958
chr19	45971222	45971552	45971552	45978437	+	FOSB	N	4.41741256225429	65	148	697	109	0.189837008628955	2.43007529682695	118	312	2671	336	0.162939297124601
chr19	46000013	46000343	45988545	46000013	-	RTN2	N	2.94889760236549	11	4	47	24	1.02857142857143	0.422555449119446	18	1	82	22	4.07142857142857
chr19	46001700	46002030	46002030	46005764	+	PPM1N	N	0.940332326283988	13	1	12	48	3	0.331881997511996	6	1	34	62	1.5
chr19	46010657	46010987	46010987	46030240	+	VASP	N	16.7336009601457	91	84	292	67	0.463865546218487	18.8538310889796	164	129	398	93	0.543956043956044
chr19	46087822	46088152	46031024	46087822	-	OPA3	N	26.9897811168244	29	95	604	81	0.133928571428571	41.3008059522246	34	155	644	94	0.0961538461538462
chr19	46105166	46105496	46093022	46105166	-	GPR4	N	0	2	0	55	11	1.28571428571429	0.601505621316428	1	1	61	18	0.428571428571429
chr19	46148475	46148805	46112657	46148475	-	EML2	Y	0	2	0	444	30	1.28571428571429	0.695913192994045	16	4	622	42	1.45714285714286
chr19	46144721	46145051	46145051	46146092	+	EML2-AS1	Y	1.59024511788707	25	49	97	17	0.222857142857143	1.94566129573682	28	89	144	54	0.138095238095238
chr19	46171471	46171801	46171801	46186982	+	GIPR	Y	1.72001510574018	6	3	80	47	0.75	3.44003021148036	10	9	120	67	0.471428571428571
chr19	46195274	46195604	46190711	46195274	-	SNRPD2	N	4.1999513838247	226	53	174	45	1.8015873015873	3.74160834383397	259	54	199	66	2.02597402597403
chr19	46195710	46196040	46196040	46207248	+	QPCTL	N	8.98433935507738	144	130	490	175	0.474372955288986	9.96411298845001	153	143	486	185	0.458333333333333
chr19	46233851	46234181	46213886	46233851	-	FBXO46	N	2.6724157711576	24	21	474	141	0.487012987012987	3.3896432112913	25	44	783	176	0.247619047619048
chr19	46236478	46236808	46236808	46267797	+	BHMG1	N	1.22386114566673	3	2	153	32	0.571428571428572	2.09609054425756	2	3	134	41	0.321428571428571
chr19	46272197	46272527	46268042	46272197	-	SIX5	N	5.08214645374766	29	17	42	19	0.714285714285714	5.58039610607586	65	28	63	14	0.975369458128079
chr19	46285515	46285845	46272966	46285515	-	DMPK	N	0.314650687593236	13	2	241	68	2	0.495626246470391	18	6	459	122	1.16326530612245
chr19	46295760	46296090	46286263	46295760	-	DMWD	N	7.12802355340889	21	39	157	59	0.235714285714286	9.43210808996307	39	71	216	106	0.238095238095238
chr19	46318305	46318635	46298967	46318305	-	RSPH6A	N	1.65356552471071	18	3	106	83	2.03571428571429	6.5524465652088	24	12	107	130	0.824175824175824
chr19	46366248	46366578	46318699	46366248	-	SYMPK	N	7.56082048020353	7	38	722	52	0.0879120879120879	6.01864651235606	16	38	907	69	0.186813186813187
chr19	46367487	46367817	46367817	46377055	+	FOXA3	N	2.20360947686437	7	3	38	8	0.857142857142857	1.74452416918429	9	2	32	12	1.42857142857143
chr19	46389128	46389458	46386864	46389128	-	IRF2BP1	N	2.81766483028257	34	28	68	68	0.517241379310345	6.70324927554103	70	48	49	107	0.620991253644315
chr19	46405562	46405892	46393280	46405562	-	MYPOP	N	0.60834034966074	15	1	61	105	3.42857142857143	2.80066123240039	30	4	53	155	2.65714285714286
chr19	46417736	46418066	46416472	46417736	-	NANOS2	N	1.91087613293051	3	3	6	13	0.428571428571429	0	5	4	0	14	0.514285714285714
chr19	46476357	46476687	46436991	46476357	-	NOVA2	N	2.25823167233929	4	3	158	13	0.535714285714286	0.868127990826295	3	1	137	13	0.857142857142857
chr19	46498688	46499018	46499018	46521874	+	CCDC61	N	16.6242027526015	14	26	108	21	0.238095238095238	11.3514050407648	11	24	146	34	0.205714285714286
chr19	46526256	46526586	46522411	46526256	-	PGLYRP1	N	0.528151606701456	2	1	22	26	0.642857142857143	1.08931268882175	10	3	32	45	1.17857142857143
chr19	46543974	46544304	46543005	46543974	-	IGFL4	N	0	3	0	5	8	1.71428571428571	1.83157099697885	2	5	8	15	0.214285714285714
chr19	46580587	46580917	46560935	46580587	-	LOC400706	N	2.69884647074979	5	4	88	24	0.514285714285714	0.836262286711204	8	1	71	23	1.92857142857143
chr19	46627631	46627961	46623327	46627631	-	IGFL3	N	0.371601208459215	1	1	35	12	0.428571428571429	0.565480099829239	6	1	23	19	1.5
chr19	46651008	46651338	46651338	46664561	+	IGFL2	N	0.596293457185372	7	1	67	28	1.71428571428571	0	6	0	59	13	3
chr19	46706019	46706349	46692285	46706019	-	LOC645553	N	0.797989774575877	5	1	52	16	1.28571428571429	0	1	0	37	9	0.857142857142857
chr19	46713468	46713798	46713798	46718094	+	LOC93429	N	0	4	0	9	16	2.14285714285714	0	4	0	15	11	2.14285714285714
chr19	46732978	46733308	46733308	46734500	+	IGFL1	N	0	4	0	4	14	2.14285714285714	0	1	0	2	8	0.857142857142857
chr19	46800272	46800602	46800602	46846690	+	HIF3A	N	1.64783067269705	4	2	169	72	0.714285714285714	1.00173879023669	4	1	139	110	1.07142857142857
chr19	46850220	46850550	46850550	46894232	+	PPP5C	N	10.7004980811627	29	33	407	61	0.378151260504202	11.9727909801601	45	44	485	78	0.438095238095238
chr19	46916619	46916949	46913585	46916619	-	CCDC8	N	0	5	0	11	15	2.57142857142857	0.705321868463862	3	1	13	9	0.857142857142857
chr19	46974520	46974850	46969747	46974520	-	PNMAL1	N	2.88459214501511	5	2	10	21	0.857142857142857	0.961530715005035	4	1	15	20	1.07142857142857
chr19	47104157	47104487	46984044	47104157	-	PPP5D1	Y	15.6005421125448	39	23	535	10	0.714285714285714	14.0018845746593	76	24	622	14	1.32
chr19	46998869	46999199	46994447	46998869	-	PNMAL2	Y	0	2	0	15	8	1.28571428571429	4.45417925478348	2	3	9	14	0.321428571428571
chr19	47104481	47104811	47104811	47114039	+	CALM3	N	9.20111782477341	48	33	100	34	0.617647058823529	10.2289636925937	75	62	169	42	0.517006802721088
chr19	47128054	47128384	47123724	47128054	-	PTGIR	N	2.18076535750252	2	2	12	17	0.428571428571429	1.63557401812689	3	2	16	25	0.571428571428572
chr19	47137639	47137969	47137332	47137639	-	GNG8	N	1.39577039274924	3	3	2	22	0.428571428571429	0.531722054380665	3	4	7	24	0.342857142857143
chr19	47164095	47164425	47150820	47164095	-	DACT3	Y	0.716227880880449	9	1	56	17	2.14285714285714	1.67119838872105	4	2	48	18	0.714285714285714
chr19	47163590	47163920	47163920	47180713	+	DACT3-AS1	Y	0.202140080162733	3	1	251	121	0.857142857142857	0	3	0	283	121	1.71428571428571
chr19	47220084	47220414	47177572	47220084	-	PRKD2	Y	2.41424936964768	99	25	1330	119	1.64835164835165	2.08638834413997	63	25	1539	132	1.05494505494505
chr19	47249420	47249750	47222767	47249420	-	STRN4	Y	7.34524781579162	29	54	592	270	0.233766233766234	8.64466856228896	48	73	680	237	0.283783783783784
chr19	47249272	47249602	47249602	47261832	+	FKRP	Y	9.72412148195261	33	40	152	18	0.355400696864112	11.3268912538523	45	61	199	31	0.317972350230415
chr19	47291542	47291872	47278139	47291542	-	SLC1A5	N	14.8922514176321	114	260	707	100	0.188834154351396	13.0066416331323	108	238	741	102	0.195457262402869
chr19	47353952	47354282	47341414	47353952	-	AP2S1	N	9.35912564421539	14	21	85	21	0.292207792207792	11.3255987790824	14	29	97	23	0.214285714285714
chr19	47421902	47422232	47422232	47508333	+	ARHGAP35	N	1.11642441295074	1	3	699	26	0.214285714285714	1.71136110669423	4	5	760	43	0.357142857142857
chr19	47523070	47523400	47523400	47549033	+	NPAS1	N	0.629626900498612	4	1	123	27	1.07142857142857	1.78717174064606	5	3	130	24	0.642857142857143
chr19	47551582	47551912	47549166	47551582	-	TMEM160	N	2.08631851532154	10	4	14	20	0.942857142857143	4.17263703064307	6	8	14	20	0.333333333333333
chr19	47616709	47617039	47567446	47616709	-	ZC3H4	N	11.1834413931226	77	107	1424	47	0.30952380952381	14.3890364222153	110	163	1686	57	0.29006968641115
chr19	47634049	47634379	47634379	47713893	+	SAE1	N	9.06805411392222	19	59	1563	75	0.142857142857143	12.3193121078317	20	82	1599	99	0.108433734939759
chr19	47735723	47736053	47724078	47735723	-	BBC3	Y	0.0475677647997451	5	3	2219	66	0.642857142857143	0.0467565316016099	6	4	3010	69	0.6
chr19	47759700	47760030	47760030	47775210	+	CCDC9	N	6.51687550116229	24	53	373	388	0.198412698412698	7.23081843172478	29	70	444	593	0.181086519114688
chr19	47777628	47777958	47777958	47778980	+	INAFM1	N	8.73440168133456	240	65	23	50	1.56493506493506	5.5398164510061	376	95	53	60	1.68303571428571
chr19	47813073	47813403	47813403	47825327	+	C5AR1	N	0	7	0	50	18	3.42857142857143	0.735248782292373	1	1	49	20	0.428571428571429
chr19	47835373	47835703	47835703	47845272	+	C5AR2	N	0.51629261976694	2	1	56	16	0.642857142857143	0	2	0	34	9	1.28571428571429
chr19	47852507	47852837	47852837	47885961	+	DHX34	N	6.09597129142577	14	12	197	32	0.494505494505495	6.75112693617225	13	17	252	35	0.333333333333333
chr19	47922485	47922815	47906374	47922485	-	MEIS3	N	0.936091099233093	5	1	52	17	1.28571428571429	2.49624293128825	1	2	39	9	0.285714285714286
chr19	47975007	47975337	47931278	47975007	-	SLC8A2	N	0.71413407365069	4	1	185	16	1.07142857142857	0	1	0	175	13	0.857142857142857
chr19	47987221	47987551	47978397	47987221	-	KPTN	N	28.1428331654918	56	57	54	20	0.421182266009852	24.7226036803076	54	51	55	8	0.453296703296703
chr19	47987508	47987838	47987838	48004854	+	NAPA-AS1	Y	9.12411453553716	54	52	293	65	0.444743935309973	6.55379440788066	57	45	353	59	0.540372670807453
chr19	48018215	48018545	47990890	48018215	-	NAPA	Y	8.57042091248912	13	49	472	159	0.12	10.4905276159637	17	69	543	170	0.110204081632653
chr19	48058813	48059143	48023941	48058813	-	ZNF541	N	1.44323966394901	5	2	146	21	0.857142857142857	2.34125545485062	3	3	135	15	0.428571428571429
chr19	48111422	48111752	48111752	48206534	+	GLTSCR1	N	14.5680622865624	13	32	629	25	0.181818181818182	13.4504722177617	23	38	809	28	0.263736263736264
chr19	48216570	48216900	48216900	48246391	+	EHD2	N	0	1	0	88	336	0.857142857142857	1.95823511835596	4	2	91	365	0.714285714285714
chr19	48248762	48249092	48249092	48260323	+	GLTSCR2	Y	13.865315271416	78	190	465	166	0.177262528047868	16.3359090935965	86	246	511	165	0.150954308849046
chr19	48271797	48272127	48260292	48271797	-	GLTSCR2-AS1	Y	0.153133609273727	2	1	227	150	0.642857142857143	0.280333300847871	4	2	248	193	0.714285714285714
chr19	48281811	48282141	48282141	48287943	+	SEPW1	N	20.9406680093991	12	43	36	16	0.126623376623377	27.2715676401477	26	70	45	23	0.162977867203219
chr19	48306561	48306891	48304499	48306561	-	TPRX1	N	0	1	0	4	20	0.857142857142857	0	1	0	3	17	0.857142857142857
chr19	48325068	48325398	48325398	48346586	+	CRX	N	0.695816366741101	3	1	92	15	0.857142857142857	2.52691206869137	7	3	76	17	0.857142857142857
chr19	48389354	48389684	48373722	48389354	-	SULT2A1	N	2.28530357664945	3	3	62	12	0.428571428571429	0	5	0	46	14	2.57142857142857
chr19	48495127	48495457	48471302	48495127	-	BSPH1	N	2.44006349531466	4	4	118	20	0.428571428571429	2.20352672791171	3	3	98	20	0.428571428571429
chr19	48497877	48498207	48498207	48528410	+	ELSPBP1	N	4.84517284709783	3	6	113	21	0.244897959183673	1.65910464158198	3	2	110	12	0.571428571428572
